ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก    ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง  (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงการทาง,จังหวัด
2445,102,แสลงโทน - ห้วยเสว,34+176,2682,2491,144,145,112,1791,457,336,366,266,8790,19.14,253,1831,บุรีรัมย์,บุรีรัมย์
3304,100,บ้านโพธิ์ - แปลงยาว,0+500,2685,3533,0,0,54,3100,2990,2421,3050,2267,20100,53.64,43,2107,ฉะเชิงเทรา,ฉะเชิงเทรา
333,302,การุ้ง - อุทัยธานี,139+686,2687,98,0,0,80,3227,193,59,96,30,6470,7.08,33,891,อุทัยธานี,อุทัยธานี
3365,100,สามชุก - หนองอีพัง,1+800,2687,651,26,34,2,3155,122,131,195,49,7052,7.56,24,2939,สุพรรณบุรีที่ 1,สุพรรณบุรี
1070,101,ตะพานหิน -  ไผ่ท่าโพ,20+000,2688,91,0,0,0,1156,52,43,48,33,4111,4.28,36,2005,พิจิตร,พิจิตร
12,401,บ้านกร่าง - พิษณุโลก,198+000,2694,2700,1818,1625,21,2783,202,215,418,270,12746,21.58,310,1211,พิษณุโลกที่ 1,สุโขทัย
220,102,วังหิน - ขุขันธ์,48+370,2703,864,89,87,39,6951,296,110,123,79,11341,6.47,42,3724,ศรีสะเกษที่ 1,ศรีสะเกษ
12,902,ปากทางเขื่อนลำปาว - หนองผ้าอ้อม,646+120,2705,2451,1372,876,931,5026,2196,1516,961,779,18813,38.59,1500,4288,กาฬสินธุ์,กาฬสินธุ์
2096,101,หนองเม็ก - บ้านดุง,3+500,2706,1187,70,63,95,3603,305,197,161,121,8508,11.07,96,1378,อุดรธานีที่ 2 (หนองหาน),อุดรธานี
11,701,ปางมะโอ - ป่าขาม,425+509,2709,306,22,5,78,3690,309,175,120,192,7606,11.56,1,303,ลำปางที่ 1,ลำปาง
403,302,ห้วยนาง - ต้นม่วง,92+497,2714,1012,31,16,27,4066,325,390,371,331,9283,15.73,2,2025,ตรัง,ตรัง
201,301,ช่องสามหมอ - บ้านแข้,191+731,2726,504,32,17,65,6685,266,490,709,922,12416,19.89,16,2030,ขอนแก่นที่ 2 (ชุมแพ),ชัยภูมิ
106,202,ลี้ - ม่วงโตน,75+897,2733,942,232,67,11,1795,471,294,239,113,6897,17.33,22,1894,ลำพูน,ลำพูน
229,101,บ้านไผ่ - มัญจาคีรี,6+595,2738,1959,69,23,39,2698,460,192,174,62,8414,11.29,27,2130,ขอนแก่นที่ 3 (บ้านไผ่),ขอนแก่น
3178,100,เพชรบุรี - บ้านแหลมฝั่งตะวันออก,0+500,2742,1368,63,32,0,1414,325,38,17,0,5999,6.87,55,3891,เพชรบุรี,เพชรบุรี
42,102,นาทวี - ลำไพล,27+600,2748,3433,23,18,14,2687,205,120,47,7,9302,4.42,24,2035,สงขลาที่ 2 (นาหม่อม),สงขลา
410,201,ยะลา - ตะบิงติงงี,52+713,2748,2686,295,157,76,654,194,152,113,79,7154,10.78,107,1950,ยะลา,ยะลา
3395,202,วัฒนานคร - โคคลาน,62+070,2753,2594,690,589,557,4702,1200,1017,1125,1104,16331,34.24,228,3588,สระแก้ว (วัฒนานคร),สระแก้ว
2039,100,น้ำพอง - น้ำอ้อม,6+000,2760,3645,52,46,58,2235,1209,732,284,125,11146,22.02,34,2365,ขอนแก่นที่ 1,ขอนแก่น
2291,101,กุฉินารายณ์ - นาคู,0+200,2772,3228,6,5,6,2513,282,229,35,26,9102,6.41,32,2322,สกลนครที่ 1,กาฬสินธุ์
4046,101,ตรัง - สิเกา,9+479,2775,2442,2,0,26,4779,799,776,702,554,12855,22.23,5,4085,ตรัง,ตรัง
206,100,ตลาดแค - วังหิน,9+197,2782,1506,29,11,32,5770,480,504,389,300,11803,14.54,19,2167,นครราชสีมาที่ 1,นครราชสีมา
4037,100,เหนือคลอง - สองแพรก,23+000,2782,2369,67,24,52,1083,691,544,706,204,8522,26.06,23,1875,กระบี่,กระบี่
2020,200,บ้านว่าน - บ้านผือ,19+000,2787,491,107,76,79,443,222,145,202,103,4655,17.77,71,1273,อุดรธานีที่ 1,อุดรธานี
2046,101,เสลภูมิ - บ้านงิ้ว,9+900,2788,742,136,56,56,437,189,89,65,65,4623,11.25,40,1072,ร้อยเอ็ด,ร้อยเอ็ด
113,202,เขาทราย - ฆะมัง,69+253,2794,3325,45,67,63,1085,281,226,392,240,8518,14.9,68,1571,พิจิตร,พิจิตร
42,301,กอตอ - ปูต๊ะ,171+686,2797,2259,394,289,258,1807,929,667,314,203,9917,26.82,68,2283,นราธิวาส,นราธิวาส
4,904,นาเหนือ - เขาคราม,925+127,2807,2170,167,206,244,3226,265,271,158,84,9598,12.79,0,1670,พังงา,กระบี่
22,302,สว่างแดนดิน-สูงเนิน,114+421,2808,1435,5,5,139,9812,632,159,212,91,15298,8.09,34,1082,สกลนครที่ 2 (สว่างแดนดิน),สกลนคร
3507,100,วัดพระศรีรัตนมหาธาตุ - บ้านกล้วย,0+000,2808,540,71,5,16,3421,45,4,0,0,6910,1.01,145,2723,สุพรรณบุรีที่ 1,สุพรรณบุรี
2021,101,ดงไร่ - หนองหัวคู,1+000,2811,2119,75,80,64,3602,260,192,201,149,9553,9.9,21,1880,อุดรธานีที่ 1,อุดรธานี
2415,101,หนองบ่อ - หนองยอ,1+000,2813,2659,139,122,32,1396,193,97,43,24,7518,6.8,95,2098,อุบลราชธานีที่ 1,อุบลราชธานี
3470,100,ภาชี - ท่าเรือ,4+770,2814,2023,165,110,96,1483,1056,1066,1299,1185,11297,42.6,10,1481,อยุธยา,พระนครศรีอยุธยา
42,201,นาจวก - ดอนรัก,80+105,2818,198,173,24,4,3125,165,64,47,37,6655,5.12,39,2491,ปัตตานี,ปัตตานี
4309,100,สามแยกทุ่งหวัง - สงขลา,6+679,2819,1207,428,303,136,1336,298,177,70,35,6809,14.97,98,1927,สงขลาที่ 1,สงขลา
3546,100,ท่าหลวง - ตลาดมะขาม,0+527,2822,1495,26,9,0,5793,21,17,6,3,10192,0.55,0,3207,จันทบุรี,จันทบุรี
317,103,พังงอน - เขาแหลม,63+000,2825,780,66,78,43,12087,436,221,180,143,16859,6.53,5,2201,จันทบุรี,จันทบุรี
3481,100,คลองหลวงแพ่ง - ศาลาแดง,0+500,2826,2210,202,113,88,2930,732,486,397,288,10272,20.48,105,780,กรุงเทพ,กรุงเทพมหานคร
11,401,สากเหล็ก - กกไม้แดง,186+983,2828,581,22,29,52,4172,395,269,198,269,8815,13.75,64,1952,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
101,500,สวนป่า - สะพานพญาวัด,314+974,2828,583,0,0,145,479,407,291,197,110,5040,22.82,0,609,น่านที่ 1,น่าน
222,202,ท่ากกแดง - บึงกาฬ,120+000,2829,3028,404,368,333,351,427,406,261,192,8599,23.11,240,2078,บึงกาฬ,บึงกาฬ
206,100,ตลาดแค - วังหิน,7+000,2831,2002,58,33,76,6797,424,391,420,263,13295,12.09,34,1884,นครราชสีมาที่ 1,นครราชสีมา
101,301,คุยประดู่ - คลองโพธิ์,45+062,2841,2031,532,506,671,2127,703,629,576,559,11175,32.61,265,2225,สุโขทัย,สุโขทัย
3428,100,เขาชะโงก - ท้ายทอง,1+000,2841,3017,1758,954,1014,1589,697,637,182,123,12812,28.15,316,1809,นครนายก,นครนายก
1,700,ดอนรังนก - หางน้ำหนองแขม,267+758,2845,1883,1,2,43,1788,483,479,498,109,8131,19.85,11,945,ชัยนาท,ชัยนาท
12,601,เข็กน้อย - แยกอนุสาวรีย์พ่อขุนผาเมือง,343+373,2845,805,25,13,48,3797,291,53,71,30,7978,6.34,15,634,เพชรบูรณ์ที่ 1,เพชรบูรณ์
1045,201,วังสีสูบ - เขื่อนสิริกิติ์,32+373,2849,2942,71,69,79,3401,122,101,73,86,9793,5.41,49,2795,อุตรดิตถ์ที่ 2,อุตรดิตถ์
2085,100,กันทรลักษ์ - กันทรารมย์,21+000,2855,1358,14,14,26,2061,1366,1084,999,875,10652,40.97,37,1536,ศรีสะเกษที่ 2,ศรีสะเกษ
2050,202,ห้วยยาง - เขมราฐ,98+323,2857,1964,192,233,159,2444,340,290,195,125,8799,15.25,111,2910,อำนาจเจริญ,อุบลราชธานี
201,202,บ้านลี่ - สี่แยกโรงต้ม,125+164,2858,1662,72,68,120,1231,606,722,586,341,8266,29.56,94,1553,ชัยภูมิ,ชัยภูมิ
2044,102,หนองดง - โพนทอง,35+000,2859,216,0,113,59,4350,260,90,110,199,8256,10.07,8,984,ร้อยเอ็ด,ร้อยเอ็ด
2134,102,พนา - ตระการพืชผล,42+171,2865,2384,188,204,104,698,108,98,89,79,6817,10,107,1583,อำนาจเจริญ,อุบลราชธานี
2383,100,ม่วงสามสิบ - ดู่น้อย,3+000,2867,1814,112,54,49,498,413,210,111,67,6195,14.59,162,1340,อุบลราชธานีที่ 1,อุบลราชธานี
202,603,ยโสธร- สะพานคลองลำเซ,271+425,2872,973,36,35,34,3140,258,139,58,45,7590,7.5,16,1817,ยโสธร,ยโสธร
202,601,สุวรรณภูมิ - โนนชัยศรี,221+822,2873,2543,345,209,172,1926,802,457,984,1184,11495,33.13,16,1962,ยโสธร,ร้อยเอ็ด
3374,100,บางสะพาน - หนองหัดไท,2+300,2873,665,16,8,15,1912,122,13,9,11,5644,3.15,18,2591,ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
4238,100,ไม้หลา - ลานสกา,1+737,2873,2490,168,62,2,2210,1311,439,82,6,9643,19.72,26,2248,นครศรีธรรมราชที่ 1,นครศรีธรรมราช
12,203,หนองเสือ - วังวน,151+480,2875,4156,802,708,798,2350,1118,847,777,651,15082,32.48,247,1616,ตากที่ 1,สุโขทัย
2219,102,ดอนดึง - โคกเจริญ,24+012,2877,1089,231,139,115,782,553,475,410,165,6836,27.17,178,1811,ลพบุรีที่ 1,ลพบุรี
3183,102,คลองมอญ - หนองบัว,26+963,2879,589,30,4,2,1491,165,98,81,17,5356,6.85,9,1159,ชัยนาท,ชัยนาท
4114,100,สมอทอง - ชายทะเล,3+000,2880,362,18,37,10,189,148,59,17,1,3721,7.31,25,1897,สุราษฎร์ธานีที่ 1 (พุนพิน),สุราษฎร์ธานี
2322,201,โคกสูง -  หนองกุงใหญ่,45+396,2883,522,16,1,112,4912,213,40,52,33,8784,5.13,15,2687,ขอนแก่นที่ 1,มหาสารคาม
2034,101,มุกดาหาร - นาสีนวน,0+700,2889,2540,70,15,4,5008,220,151,0,0,10897,3.58,114,4956,มุกดาหาร,มุกดาหาร
2051,100,ชัยภูมิ - ตาดโตน,5+500,2889,1592,77,132,9,2597,455,303,177,66,8297,13.76,66,2128,ชัยภูมิ,ชัยภูมิ
3076,302,พนมสารคาม - อ่างฤาไน,65+382,2897,2073,63,43,226,7531,1029,1050,955,659,16526,23.97,73,2356,ฉะเชิงเทรา,ฉะเชิงเทรา
1386,100,ทางเข้าท่าอากาศยานพิษณุโลก,0+270,2898,392,5,0,0,350,26,7,0,0,3678,0.9,75,466,พิษณุโลกที่ 1,พิษณุโลก
222,201,หนองแวง - ท่ากกแดง,42+700,2904,2398,38,30,50,959,385,174,353,144,7435,15.28,127,1194,บึงกาฬ,สกลนคร
2074,101,บุรีรัมย์ - คูเมือง,13+057,2904,2267,812,380,200,8872,468,336,185,136,16560,10.3,73,4732,บุรีรัมย์,บุรีรัมย์
2039,100,น้ำพอง - น้ำอ้อม,39+134,2905,3279,43,33,42,2767,764,662,233,104,10832,16.97,22,2328,ขอนแก่นที่ 1,ขอนแก่น
346,400,หนองกระทุ่ม - พนมทวน,96+106,2923,914,5,3,21,6802,373,454,815,300,12610,15.59,6,1078,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
346,301,บางเลน - ลำลูกบัว,55+000,2924,2329,659,608,622,2511,2468,2966,2554,1930,19571,56.96,384,2984,นครปฐม,นครปฐม
2217,100,ด่านขุนทด - หนองกราด,1+700,2926,1671,113,95,102,465,233,181,184,147,6117,15.4,15,2509,นครราชสีมาที่ 2,นครราชสีมา
3224,101,บ้านป่า - ท่าคล้อ,4+200,2929,3092,164,171,106,1585,1159,1296,1160,1191,12853,39.55,98,2735,สระบุรี,สระบุรี
3117,100,คลองด่าน - บางบ่อ,0+500,2935,2149,313,490,283,2800,907,425,370,297,10969,25.27,46,2485,สมุทรปราการ,สมุทรปราการ
2191,100,ทางเข้าเดชอุดม,0+851,2937,2143,220,208,217,7087,448,319,242,189,14010,11.59,374,5988,อุบลราชธานีที่ 2,อุบลราชธานี
331,202,เนินโมก - แปลงยาว,94+900,2944,2972,27,26,32,1968,1874,1489,1754,1724,14810,46.58,12,1020,ชลบุรีที่ 1,ชลบุรี
226,302,บ้านพม่า - ห้วยทับทัน,225+572,2947,605,95,7,71,3884,500,223,237,108,8677,13.21,11,1081,สุรินทร์,สุรินทร์
42,204,ทุ่งคล้า - มะนังดาลำ,143+336,2951,3113,393,348,307,1086,673,610,380,313,10174,25.86,144,1831,ปัตตานี,ปัตตานี
1364,100,โรงเรียนนวมินทราชูทิศ - กองพันพัฒนาที่3,0+410,2957,1076,35,40,24,1860,74,21,5,3,6095,2.74,43,2153,เชียงใหม่ที่ 2,เชียงใหม่
3333,101,โคกตูม - แยกมะนาวหวาน,2+000,2959,1382,431,183,231,956,1043,649,384,163,8381,31.66,40,1419,ลพบุรีที่ 1,ลพบุรี
408,203,เกาะยอ - ทุ่งหวัง,168+413,2970,1082,119,253,14,3793,388,485,300,162,9566,16.75,55,2325,สงขลาที่ 1,สงขลา
201,401,ผานกเค้า - หลักร้อยหกสิบ,277+757,2973,1500,55,23,133,896,372,199,425,231,6807,20.32,3,902,เลยที่ 1,เลย
2033,101,นาแก - นาเหนือ,0+500,2973,1384,1218,747,771,4376,1471,1866,1160,888,16854,40.96,263,3976,นครพนม,นครพนม
288,100,ถนนวงแหวนรอบเมืองบุรีรัมย์,11+467,2974,2445,723,422,297,6675,594,416,218,125,14889,13.92,205,2648,บุรีรัมย์,บุรีรัมย์
1,804,วังไผ่ -โนนปอแดง,356+936,2977,3075,27,74,230,6865,696,881,1399,1234,17458,25.86,62,1389,นครสวรรค์ที่ 1,นครสวรรค์
1035,102,สำเภาทอง -  สันติสุข,52+500,2979,950,720,485,548,1915,732,751,768,728,10576,37.94,525,2155,ลำปางที่ 2,ลำปาง
212,304,กลางน้อย - ย้อมพัฒนา,370+754,2980,2369,853,752,853,2796,1359,1488,989,772,15211,40.85,293,3964,นครพนม,นครพนม
3041,102,หนองแซง - สระบุรี,18+600,2981,1718,71,161,180,2260,198,110,195,191,8065,12.83,61,1910,สระบุรี,สระบุรี
21,100,สามแยกพุแค - สะพานพุแค,0+300,2985,3308,309,378,585,1903,945,1719,2987,1588,16707,49.09,175,1419,สระบุรี,สระบุรี
3240,101,หนองปรือ - สำนักตะแบก,7+150,2990,421,117,25,33,4002,145,30,18,0,7781,3.23,7,3098,ชลบุรีที่ 2,ชลบุรี
2447,100,บุรีรัมย์ - บ้านพลวง,0+500,2994,489,39,13,123,8190,1054,475,270,150,13797,15.11,35,6520,บุรีรัมย์,บุรีรัมย์
1033,100,แม่ทา - ท่าจักร,28+930,3002,2073,465,352,229,5465,713,497,256,88,13140,16.25,204,6966,ลำพูน,ลำพูน
348,102,แก้วเพชรพลอย - ช่องตะโก,71+830,3007,1277,408,331,373,556,404,347,415,364,7482,29.86,250,773,สระแก้ว (วัฒนานคร),สระแก้ว
3303,100,บางระจัน - โพทะเล,9+800,3007,889,0,0,0,2168,731,757,648,534,8734,30.57,42,1977,สิงห์บุรี,สิงห์บุรี
3206,101,ปากท่อ - ท่ายาง,0+600,3016,645,48,20,10,3644,441,466,2070,341,10701,31.29,25,2888,สมุทรสงคราม,ราชบุรี
2188,100,กันทรวิชัย - บ้านขี,22+000,3019,2216,76,66,69,2646,1214,202,233,109,9850,19.22,60,1704,มหาสารคาม,มหาสารคาม
3022,100,พระพุทธบาท - ท่าเรือ,5+000,3027,2772,529,484,559,3159,2084,2109,2280,1158,18161,47.76,282,2099,สระบุรี,สระบุรี
401,501,เขาหัวช้าง - สิชล,210+804,3030,2948,105,115,92,817,361,409,437,6,8320,17.07,0,813,นครศรีธรรมราชที่ 1,นครศรีธรรมราช
212,502,อำนาจเจริญ - ลืออำนาจ,529+133,3037,2149,285,162,163,5493,236,149,82,109,11865,7.59,199,3770,อำนาจเจริญ,อำนาจเจริญ
226,302,บ้านพม่า - ห้วยทับทัน,212+482,3042,1310,90,4,59,3900,476,285,351,195,9712,14.11,11,2729,สุรินทร์,สุรินทร์
3139,100,บ้านแลง - หาดใหญ่,4+710,3049,952,228,248,20,4253,133,96,22,12,9013,5.89,59,3355,ระยอง,ระยอง
21,402,ศรีเทพ - ซับสมอทอด,118+800,3059,2774,678,556,458,6654,629,650,585,553,16596,20.67,65,2448,เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
3267,200,เจ้าปลุก - บางโขมด,7+000,3062,1581,35,53,32,3575,967,937,1272,1124,12638,34.7,33,1332,อยุธยา,พระนครศรีอยุธยา
3454,301,ท่าช้าง - วิเศษชัยชาญ,62+293,3063,769,191,123,259,3697,567,374,274,198,9515,18.87,133,3661,อ่างทอง,อ่างทอง
108,103,สะพานแม่กลาง - บ้านบ่อแก้ว,70+000,3067,1171,64,46,98,4008,975,834,1279,696,12238,32.1,0,1605,เชียงใหม่ที่ 1,เชียงใหม่
4013,101,นครศรีธรรมราช - ปากพนัง,26+782,3069,2588,28,9,20,1202,439,165,128,3,7651,9.99,0,2080,นครศรีธรรมราชที่ 1,นครศรีธรรมราช
2301,100,หินตั้ง - หนองสองห้อง,5+000,3071,133,35,27,5,344,197,56,62,30,3960,9.52,4,570,ขอนแก่นที่ 3 (บ้านไผ่),ขอนแก่น
3143,100,บ้านค่าย - หนองละลอก,0+200,3078,753,99,57,87,5579,283,386,149,89,10560,9.95,31,3205,ระยอง,ระยอง
1400,100,แยกทางหลวง - ป่ามะม่วง,0+600,3079,939,97,76,36,3233,190,29,23,8,7710,4.7,64,2016,ตากที่ 1,ตาก
214,305,ปราสาท - ช่องจอม,231+053,3099,2002,169,30,39,2105,244,303,143,66,8200,10.06,16,1242,สุรินทร์,สุรินทร์
2351,100,พลไว - แข้โพนเมือง,2+500,3103,2624,61,57,58,2022,1710,50,42,45,9772,20.08,42,1430,ยโสธร,ยโสธร
2049,100,ม่วงสามสิบ - พนา,1+000,3107,491,259,210,108,274,204,130,96,41,4920,16.04,60,804,อุบลราชธานีที่ 1,อุบลราชธานี
3702,500,ทางต่างระดับคีรี - พัทยา,107+394,3115,2010,57,70,102,2197,1332,722,614,674,10893,32.26,4,1594,ชลบุรีที่ 2,ชลบุรี
333,303,อุทัยธานี - สะพานข้ามแม่น้ำเจ้าพระยา,176+946,3137,1998,19,9,73,4035,261,152,300,102,10086,8.89,30,847,อุทัยธานี,อุทัยธานี
4066,200,บือเล็งใต้ - บ้านทอน,37+992,3145,3602,98,36,1,770,219,142,70,34,8117,6.19,17,2568,นราธิวาส,นราธิวาส
2041,100,สี่แยกสมเด็จ - แยกดงแหลม,10+100,3146,3574,638,499,398,3139,2221,1478,1288,1076,17457,39.87,563,3330,กาฬสินธุ์,กาฬสินธุ์
3250,100,หนองคณฑี - สันประดู่,2+500,3154,2722,617,619,594,3513,2413,1244,1446,1252,17574,43.06,223,1685,สระบุรี,สระบุรี
2230,200,บ้านปัก - เฝ้าไร่,24+000,3169,76,2,6,43,130,231,44,29,14,3744,9.8,31,2256,หนองคาย,หนองคาย
1,1202,บ้านหวด - แม่กา,787+129,3176,2790,1037,599,693,2116,1236,1197,1066,873,14783,38.31,354,2752,ลำปางที่ 2,ลำปาง
322,100,อู่ยา - ดอนเจดีย์,13+600,3179,789,82,41,17,2783,288,148,53,35,7415,7.85,17,1595,สุพรรณบุรีที่ 1,สุพรรณบุรี
2109,100,คำแก่นคูน -  เขื่อนอุบลรัตน์,24+394,3179,3083,1513,1213,1088,1631,1416,1317,992,969,16401,42.65,106,2340,ขอนแก่นที่ 1,ขอนแก่น
12,601,เข็กน้อย - แยกอนุสาวรีย์พ่อขุนผาเมือง,325+373,3182,796,68,3,46,2507,174,74,32,2,6884,4.81,7,922,เพชรบูรณ์ที่ 1,เพชรบูรณ์
228,100,ชุมแพ - ห้วยสายหนัง,0+423,3189,2297,172,133,106,7651,697,545,442,198,15430,13.75,11,2971,ขอนแก่นที่ 2 (ชุมแพ),ขอนแก่น
3422,100,ลาดบัวหลวง - สองพี่น้อง,15+355,3193,296,21,8,45,5510,246,249,548,291,10407,13.33,12,1090,สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
3319,100,โกรกพระ - บันไดสามขั้น,7+000,3194,1548,44,1,47,590,291,150,54,54,5973,10,9,2038,นครสวรรค์ที่ 1,นครสวรรค์
3593,100,ท่าดินเหนียว -  เสาธง,0+200,3199,3068,20,25,12,1238,207,19,5,0,7793,3.44,17,2648,สุพรรณบุรีที่ 1,สุพรรณบุรี
223,100,สกลนคร - นาแก,2+500,3215,1852,412,107,29,8380,356,196,76,56,14679,5.59,75,2656,สกลนครที่ 1,สกลนคร
2040,102,วาปีปทุม - พยัคฆภูมิพิสัย,40+312,3215,1561,140,112,90,5798,834,703,659,502,13614,21.3,9,2158,มหาสารคาม,มหาสารคาม
4,1202,ห้วยยอด - ลำภูรา,1095+200,3225,520,52,11,14,2665,84,89,39,33,6732,4.01,11,2087,ตรัง,ตรัง
106,203,ม่วงโตน - ท่าจักร,138+431,3234,859,250,58,17,6153,631,458,415,120,12195,13.93,12,2479,ลำพูน,ลำพูน
2096,101,หนองเม็ก - บ้านดุง,37+000,3241,2641,129,136,141,4203,667,231,186,138,11713,12.8,102,2725,อุดรธานีที่ 2 (หนองหาน),อุดรธานี
4305,100,ทุ่งสง - จำปา,9+000,3245,1246,165,97,71,1087,65,11,11,6,6004,4.35,5,1559,นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
3149,100,พลิ้ว - แหลมสิงห์,8+000,3248,3118,21,1,5,4012,25,21,0,0,10451,0.5,0,3216,จันทบุรี,จันทบุรี
2336,100,หนองผ้าอ้อม - กุฉินารายณ์,0+500,3253,3157,697,464,360,2533,1948,1341,977,892,15622,38.29,579,2725,กาฬสินธุ์,กาฬสินธุ์
3326,102,สระโบสถ์ - ยางโทน,30+000,3262,1091,150,66,69,762,590,471,661,95,7217,27.05,280,1765,ลพบุรีที่ 1,ลพบุรี
3260,102,สองพี่น้อง - มะขามล้ม,16+037,3273,295,6,62,19,4150,538,773,630,263,10009,22.83,18,1510,สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
1,1404,แม่คำ - กลางสะพานแม่น้ำสาย,975+777,3278,3598,401,289,222,1387,557,412,327,249,10720,19.18,123,2004,เชียงรายที่ 1,เชียงราย
3336,100,โคกวัด - บ้านไร่,0+500,3284,371,146,39,0,3232,316,323,288,0,7999,12.08,70,2034,สมุทรสงคราม,ราชบุรี
319,103,ไผ่ชะเลือด - โคกไทย,35+006,3287,3024,180,16,89,1910,677,323,311,317,10134,17.1,17,1879,ปราจีนบุรี,ปราจีนบุรี
226,204,กระสัง - ระกา,118+173,3294,354,29,24,36,4055,441,427,203,117,8980,13.9,31,2316,บุรีรัมย์,บุรีรัมย์
214,303,จอมพระ - เชื้อเพลิง,209+717,3296,2012,153,85,106,6010,564,423,796,614,14059,18.41,21,2286,สุรินทร์,สุรินทร์
319,103,ไผ่ชะเลือด - โคกไทย,31+465,3298,917,35,22,76,2142,631,304,402,349,8176,21.82,2,809,ปราจีนบุรี,ปราจีนบุรี
409,200,ป่าพ้อ - ท่าสาป,30+519,3302,3812,189,149,126,524,397,293,97,35,8924,12.29,27,2804,ยะลา,ยะลา
3452,100,ดงพระราม - ห้วยขื่อ,3+906,3303,3323,279,87,190,1461,540,379,231,123,9916,15.63,148,2389,ปราจีนบุรี,ปราจีนบุรี
3148,100,ตราด - แหลมงอบ,6+000,3307,1950,284,21,14,4586,192,70,8,4,10436,2.96,62,3691,ตราด,ตราด
3281,100,แยกพระพรหม - คลองรั้ง,1+000,3309,2234,365,442,218,239,483,524,491,541,8846,30.51,12,2277,ปราจีนบุรี,ปราจีนบุรี
12,303,สุโขทัย - บ้านกร่าง,184+769,3317,3566,203,28,112,455,233,127,72,55,8168,7.68,47,1030,สุโขทัย,สุโขทัย
4116,100,โคกบก - บ่อน้ำร้อน,2+950,3323,1205,94,14,7,2105,210,110,109,44,7221,6.84,8,2198,นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
101,303,ท่าช้าง - สวรรคโลก,93+874,3326,2307,13,42,82,576,228,152,139,82,6947,10.44,39,1589,สุโขทัย,สุโขทัย
3548,100,ท่ามะกา - ท่าม่วง,0+284,3332,1052,69,73,95,3522,284,195,169,124,8915,10.54,73,2119,กาญจนบุรี,กาญจนบุรี
4030,100,ถลาง - หาดราไวย์,1+000,3333,1892,149,1171,76,4247,110,49,9,0,11036,12.82,49,6590,ภูเก็ต,ภูเก็ต
23,202,บรบือ - หนองจิก,43+670,3334,3918,375,231,386,1047,922,876,840,976,12905,32.79,189,1988,มหาสารคาม,มหาสารคาม
24,402,กระเทียม - ห้วยสำราญ,240+584,3336,1549,35,13,76,1738,428,470,689,537,8871,24.95,16,914,สุรินทร์,สุรินทร์
326,100,ทางเข้าประจวบคีรีขันธ์,0+500,3349,3542,3,15,28,3233,113,59,3,0,10345,2.11,41,3794,ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
1202,100,พะเยา - สันต้นแหน,5+000,3354,1123,60,4,20,4211,465,139,111,17,9504,7.96,68,2273,พะเยา,พะเยา
221,103,แยกการช่าง - เชิงบันไดเขาพระวิหาร,74+675,3357,698,93,47,45,232,104,104,99,50,4829,9.3,45,1459,ศรีสะเกษที่ 2,ศรีสะเกษ
2133,100,ศรีบุญเรือง - ภูเวียง,34+000,3359,653,27,16,50,276,192,93,97,58,4821,10.5,10,2167,หนองบัวลำภู,ขอนแก่น
2019,100,โป่งวัว - อุทยานแห่งชาติภูกระดึง,2+850,3363,256,102,56,115,251,223,32,7,0,4405,9.83,10,2484,เลยที่ 1,เลย
3309,100,บางปะอิน - บางกระสั้น,3+000,3363,894,757,640,134,3710,915,577,426,289,11705,25.47,173,2685,อยุธยา,พระนครศรีอยุธยา
201,301,ช่องสามหมอ - บ้านแข้,163+067,3367,1053,8,11,66,8712,212,591,522,1233,15775,16.7,23,2521,ขอนแก่นที่ 2 (ชุมแพ),ชัยภูมิ
3064,100,อ่างทอง - ปากดง,13+950,3369,324,38,37,143,5490,637,607,440,295,11380,18.97,70,3190,อ่างทอง,อ่างทอง
3199,102,ท่าพะเนียด - ช่องสะเดา,10+855,3369,2320,103,81,146,1953,196,121,64,49,8402,7.82,75,2377,กาญจนบุรี,กาญจนบุรี
3111,200,ท้ายเกาะ - เสนา,19+673,3372,2642,222,225,103,1043,660,461,614,317,9659,24.64,26,1820,อยุธยา,พระนครศรีอยุธยา
