ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก    ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง  (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงการทาง,จังหวัด
1330,102,แม่ทุเลา - ท่าแพ,22+000,245,6,0,0,0,28,24,14,0,0,317,11.99,53,359,สุโขทัย,สุโขทัย
1217,100,ปากห้วยอ้อย - วังปึ้ง,0+500,248,152,85,0,0,624,88,43,0,0,1240,10.57,66,895,แพร่,แพร่
101,603,ปางหก - จุดผ่านแดนถาวรห้วยโก๋น/น้ำเงิน (เขตแดนไทย/ลาว),502+958,249,116,0,0,0,69,57,93,82,81,747,41.9,0,396,น่านที่ 2,น่าน
101,603,ปางหก - จุดผ่านแดนถาวรห้วยโก๋น/น้ำเงิน (เขตแดนไทย/ลาว),486+774,250,228,7,0,0,495,78,89,33,119,1299,24.56,0,600,น่านที่ 2,น่าน
1093,100,สบบง - ขุนห้วยไคร้,5+000,250,78,11,6,2,700,25,2,2,0,1076,3.44,48,572,พะเยา,พะเยา
2296,100,ทางเข้าแก่งตะนะ,2+000,251,289,21,3,19,103,14,1,0,2,703,5.55,12,388,อุบลราชธานีที่ 2,อุบลราชธานี
3157,102,บ่อไร่ - แหลมค้อ,40+000,251,210,15,0,0,1169,29,18,5,0,1697,3.06,0,849,ตราด,ตราด
4304,100,ท่านุ่น - สามแยกสะพานสารสิน,0+300,251,96,0,1,17,859,17,7,0,0,1248,3.37,22,1255,ภูเก็ต,พังงา
2369,101,พระทองคำ - ดอนไผ่,26+123,253,135,11,7,29,1134,111,93,139,78,1990,22.97,36,998,นครราชสีมาที่ 1,นครราชสีมา
4091,101,บางสีกิ้ม - เขาค่าย,2+500,254,31,2,0,3,508,25,8,1,1,833,4.56,21,609,ระนอง,ระนอง
4163,101,ควนดินสอ - เขาปู่,26+700,254,223,18,9,0,164,47,18,4,1,738,10.71,28,706,พัทลุง,พัทลุง
2302,102,แก้วงอย - บุ่งน้ำเต้า,19+000,256,43,18,13,0,296,16,0,0,0,642,4.52,99,1159,เพชรบูรณ์ที่ 1,เพชรบูรณ์
1081,102,หลักลาย - บ่อเกลือ,49+150,258,268,94,50,33,110,46,46,17,7,929,21.42,2,192,น่านที่ 2,น่าน
4075,100,ตอหลัง - บ้านนอก,5+800,261,133,15,1,2,252,14,36,1,0,715,7.55,25,486,ปัตตานี,ปัตตานี
101,602,ปัว - ปางหก,472+674,262,71,11,0,0,578,92,94,54,33,1195,22.85,0,850,น่านที่ 2,น่าน
1351,100,หนองบัวใต้ - เชิงสะพานกิตติขจร,3+000,263,344,78,14,10,231,131,171,113,21,1376,33.43,17,159,ตากที่ 1,ตาก
2275,303,บ้านกลาง - น้ำดุก,193+786,264,98,13,3,0,1344,67,191,14,24,2018,14.82,20,1450,เพชรบูรณ์ที่ 1,เพชรบูรณ์
3405,100,บ้านแหลม - ทุ่งขนาน,16+500,264,160,2,0,2,1091,225,203,163,25,2135,28.95,18,558,จันทบุรี,จันทบุรี
2219,300,หนองมะค่า - ศรีเทพน้อย,77+478,267,150,12,8,5,1040,42,40,34,28,1626,9.66,77,599,เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
1268,200,นาเจริญ - ปางไฮ,76+993,268,217,4,0,0,395,339,205,105,90,1623,45.53,102,338,อุตรดิตถ์ที่ 2,อุตรดิตถ์
4225,100,สวนปาล์ม -คลองชี,17+700,269,78,2,0,0,685,42,30,15,4,1125,8.09,0,790,กระบี่,นครศรีธรรมราช
2140,100,วังสะพุง - นาหลวง,14+551,271,43,3,2,2,972,48,2,1,1,1345,4.16,22,1284,เลยที่ 1,เลย
2132,100,ท่าแร่ - นาเพียง,10+661,272,163,2,14,2,970,48,13,17,3,1504,6.45,12,521,สกลนครที่ 1,สกลนคร
2474,100,ดงขวาง - ห้วยลาน,3+358,273,32,2,0,0,470,95,4,15,25,916,15.18,30,597,เพชรบูรณ์ที่ 1,เพชรบูรณ์
3253,100,บ้านพละ - ปะทิว,1+300,274,64,2,4,0,1411,81,83,38,24,1981,11.61,3,895,ชุมพร,ชุมพร
3390,100,หนองรี - บ่อยาง,0+500,274,134,5,1,0,1503,65,57,18,6,2063,7.13,8,1028,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
3446,102,ป่าไร่ - ช่องตากิ่ว,30+500,276,90,5,6,5,186,138,119,39,25,889,37.35,124,601,สระแก้ว (วัฒนานคร),สระแก้ว
1184,100,แม่อาว - ดอนมูล,6+000,277,184,27,0,0,1034,137,66,4,0,1729,11.97,43,782,ลำพูน,ลำพูน
1222,100,บ้านหงาว - บ้านเหล่า,1+000,278,97,11,19,0,1635,99,22,5,3,2169,6.82,110,1289,เชียงรายที่ 2,เชียงราย
1175,200,ห้วยส้มป่อย - เจดีย์ยุทธหัตถี,77+606,279,38,20,3,6,627,28,4,0,0,1005,4.08,9,519,ตากที่ 1,ตาก
2294,100,แก่งไฮ - ห้วยติ้ว,6+600,279,34,17,8,1,95,27,5,1,0,467,8.99,11,304,เลยที่ 2 (ด่านซ้าย),เลย
1149,101,ห้วยไคร้ - ป่ากล้วย,13+000,281,204,89,7,11,317,24,0,0,0,933,4.5,0,399,เชียงรายที่ 1,เชียงราย
1196,100,วังโป่ง - ด่านแม่คำมัน,1+000,281,48,0,0,1,711,54,63,62,8,1228,15.31,3,538,อุตรดิตถ์ที่ 1,อุตรดิตถ์
3272,100,ทองผาภูมิ - ปิล๊อก,20+607,283,78,64,0,5,708,29,5,0,0,1172,3.33,0,560,กาญจนบุรี,กาญจนบุรี
4261,100,ป่าเตียว - ทุ่งค่าย,6+100,283,76,2,1,2,1087,72,50,8,8,1589,8.87,3,1033,ตรัง,ตรัง
1194,100,แม่สะเรียง - แม่สามแลบ,15+200,285,87,30,0,0,585,79,37,8,0,1111,11.16,6,1028,แม่ฮ่องสอน,แม่ฮ่องสอน
1243,202,หาดไร่ - นาเซีย,107+733,285,220,0,0,0,329,95,14,1,0,944,11.65,49,437,น่านที่ 1,น่าน
2245,100,นาตะกรุด - หนองบัวเริง,2+000,285,47,15,11,4,675,229,53,30,17,1366,25.18,66,457,เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
1184,100,แม่อาว - ดอนมูล,72+000,289,158,12,0,0,1086,151,45,3,0,1744,11.41,35,813,ลำพูน,ลำพูน
1192,100,อินทนนท์ - แม่แจ่ม,8+350,289,251,14,4,0,610,0,0,0,0,1168,0.34,0,501,เชียงใหม่ที่ 1,เชียงใหม่
1090,101,แม่สอด - ห้วยน้ำริน,22+137,291,351,14,5,1,529,189,47,96,28,1551,23.6,12,238,ตากที่ 2 (แม่สอด),ตาก
1313,101,บางมูลนาก - บางไผ่,9+000,293,473,26,18,18,171,116,164,67,42,1388,30.62,66,592,พิจิตร,พิจิตร
4112,201,สวนแตง - ไชยา,22+972,295,891,12,10,1,274,100,16,12,13,1624,9.36,7,1011,สุราษฎร์ธานีที่ 1 (พุนพิน),สุราษฎร์ธานี
3282,102,ไร่ใหม่ - แยกนิคมทับเสลา,47+790,296,58,0,0,0,1175,59,34,42,7,1671,8.5,19,459,อุทัยธานี,อุทัยธานี
3456,101,หนองกระดี่  - คลองข่อย,39+285,298,96,4,7,11,923,44,58,13,4,1458,9.4,22,1012,อุทัยธานี,อุทัยธานี
1331,100,พรานกระต่าย - ลานไผ่,1+000,299,75,11,4,1,1206,60,72,90,22,1840,13.53,7,1586,ตากที่ 1,กำแพงเพชร
1024,100,สวนเขื่อน - ปากห้วยอ้อย,11+875,305,147,61,0,0,349,90,50,0,0,1002,13.97,0,776,แพร่,แพร่
2009,100,ห้วยเม็ก - ท่าคันโท,44+000,306,316,218,249,204,502,386,286,274,211,2952,54.54,149,509,กาฬสินธุ์,กาฬสินธุ์
2372,100,วังบาล - น้ำชุน,11+900,311,164,31,4,1,1385,65,63,38,8,2070,8.65,21,603,เพชรบูรณ์ที่ 1,เพชรบูรณ์
1373,100,คลองยาง - บ้านเหมือง,1+137,312,89,1,0,14,739,45,6,4,4,1214,6.01,30,369,สุโขทัย,สุโขทัย
3327,200,นิคมเขาบ่อแก้ว - โค้งวิจารณ์,16+000,312,232,5,2,5,1332,113,101,340,39,2481,24.18,9,588,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
1072,201,เขาชนกัน - มอตะแบก,89+190,313,153,5,10,12,1541,73,34,52,5,2198,8.46,21,853,กำแพงเพชร,กำแพงเพชร
3432,100,หินลาด - เขื่อนแก่งกระจาน,0+500,313,183,0,0,0,1239,199,133,0,0,2067,16.06,58,937,เพชรบุรี,เพชรบุรี
1083,100,ห้วยน้อยกา - เด่นชาติ,11+824,314,5,0,0,0,0,21,0,0,0,340,6.18,0,360,อุตรดิตถ์ที่ 2,อุตรดิตถ์
1296,100,ท่างาม - โป่งแค,0+500,316,279,24,8,9,1623,108,53,37,17,2474,9.38,27,1344,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
4283,100,ทางเข้ากะไหล,1+501,318,228,5,2,17,270,25,14,7,2,888,7.55,8,258,พังงา,พังงา
227,301,บ้านผาสุก - วาริชภูมิ,123+000,319,472,112,20,28,1292,156,63,61,37,2560,14.26,25,662,สกลนครที่ 2 (สว่างแดนดิน),สกลนคร
2116,402,เลิงนกทา - ดอนตาล,175+100,319,230,75,33,9,730,177,96,84,47,1800,24.78,36,657,มุกดาหาร,มุกดาหาร
214,301,ห้วยพลับพลา - โคกปูน,128+379,320,180,28,34,37,808,192,113,109,63,1884,29.09,30,621,สุรินทร์,สุรินทร์
1250,100,ไม้แงะ - ท่าโป่งแดง,0+500,320,28,37,9,2,1493,40,6,0,0,1935,2.95,24,2469,แม่ฮ่องสอน,แม่ฮ่องสอน
2128,100,ขุนหาญ - กันทรอม,4+200,321,1609,0,0,0,34,18,0,0,0,1982,0.91,7,1598,ศรีสะเกษที่ 2,ศรีสะเกษ
4264,100,บ้านช่อง - หาดเลา,9+200,322,151,1,0,4,976,26,52,12,9,1553,6.63,10,970,ตรัง,ตรัง
1095,203,ท่าไคร้ - แม่ฮ่องสอน,201+034,323,345,125,10,14,1539,637,227,15,12,3247,28.18,106,1838,แม่ฮ่องสอน,แม่ฮ่องสอน
1411,100,หนองคอก - ธารทหาร,7+300,323,126,4,0,0,546,44,45,0,0,1088,8.18,0,644,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
4258,100,ห้วยนาง - บ้านซา,2+200,327,137,21,2,0,1090,44,44,3,3,1671,5.75,3,1342,ตรัง,ตรัง
1246,100,หนองกวาง - แสนขัน,10+000,328,184,15,5,0,621,70,66,92,45,1426,19.5,33,613,อุตรดิตถ์ที่ 1,อุตรดิตถ์
2195,101,เชียงคาน - ปากคาน,28+200,328,169,0,0,16,471,107,95,36,36,1258,23.05,45,481,เลยที่ 2 (ด่านซ้าย),เลย
1081,103,บ่อเกลือ - เฉลิมพระเกียรติ,148+942,329,28,0,0,0,0,20,0,0,0,377,5.31,0,482,น่านที่ 2,น่าน
4253,100,บ่อน้ำร้อน - บ่อกรัง,4+000,330,56,0,0,1,623,39,35,9,3,1096,7.94,0,406,สุราษฎร์ธานีที่ 2 (กาญจนดิษฐ์),สุราษฎร์ธานี
1188,200,ห้วยกอก - ห้วยอ่วม,44+460,331,171,2,4,0,1172,421,27,14,10,2152,22.12,184,1652,น่านที่ 2,พะเยา
2358,100,โนนหอม - เต่างอย,0+500,331,99,20,3,0,952,65,8,5,5,1488,5.78,46,688,สกลนครที่ 1,สกลนคร
1264,100,แม่พริก - ห้วยขี้นก,0+500,332,7,0,0,0,46,31,13,3,0,432,10.88,0,191,ลำปางที่ 1,ลำปาง
2269,100,โนนใหม่ -  หนองคู,2+500,332,280,7,3,1,616,19,16,2,0,1276,3.21,10,954,ร้อยเอ็ด,ร้อยเอ็ด
4186,100,โรงเหล็ก - ห้วยพาน,0+500,332,268,41,0,0,2052,53,123,19,3,2891,6.85,0,1772,นครศรีธรรมราชที่ 1,นครศรีธรรมราช
1109,100,วังเจ้า - โละโคะ,3+000,334,366,13,8,5,383,31,23,4,16,1183,7.35,11,733,กำแพงเพชร,กำแพงเพชร
2161,100,มอสูง - โสกแจ้ง,13+275,334,258,0,0,0,276,149,6,0,0,1023,15.15,0,276,นครราชสีมาที่ 2,นครราชสีมา
4099,100,เขาม่วง - วัดแหลมทราย,5+500,334,183,4,0,0,766,44,36,5,50,1422,9.49,56,918,ชุมพร,ชุมพร
2314,100,หนองวัวซอ - กุดจับ,2+000,335,51,20,3,0,1448,168,56,29,12,2122,12.63,46,1452,หนองบัวลำภู,อุดรธานี
3409,100,ชากไทย - ทุ่งจันดำ,6+800,335,310,24,22,21,2774,31,31,24,23,3595,4.23,28,1787,จันทบุรี,จันทบุรี
3438,102,ดินแดง - ไผ่งาม,40+300,338,23,18,1,0,1349,59,36,7,0,1831,5.63,0,1072,อุทัยธานี,อุทัยธานี
1216,100,ห้วยแก๊ต - ขุนสถาน,2+000,339,199,110,0,0,639,116,60,0,0,1463,12.03,83,1101,แพร่,แพร่
1371,100,ตีนตก - บ้านมอน,2+000,340,104,12,5,0,635,229,20,0,1,1346,18.95,80,1470,น่านที่ 2,น่าน
2091,102,โคกสี - หนองแวง,27+420,340,59,24,10,2,1085,73,37,31,9,1670,9.7,18,806,สกลนครที่ 2 (สว่างแดนดิน),สกลนคร
1339,102,น้ำปาด - ปากนาย,49+293,341,248,10,4,3,851,280,277,0,0,2014,28,0,757,อุตรดิตถ์ที่ 2,อุตรดิตถ์
1387,100,ห้วยไคร้ - ห้วยน้ำขุ่น,1+000,341,216,36,49,0,983,38,0,0,0,1663,5.23,80,1839,เชียงรายที่ 1,เชียงราย
1073,100,หนองสังข์ - คลองชะแวด,37+795,342,313,1,0,0,860,73,108,163,62,1922,21.12,7,521,นครสวรรค์ที่ 1,นครสวรรค์
1126,200,บ้านวัง - ห้วยงิ้ว,56+500,342,78,5,5,4,996,60,34,40,10,1574,9.72,28,470,พะเยา,พะเยา
1257,100,ศรีบุญเรือง - หลักลาย,1+000,342,36,0,0,0,69,74,41,0,0,562,20.46,150,323,น่านที่ 1,น่าน
4270,101,ห้วยยอด - ท่างิ้ว,5+000,342,98,3,0,0,1157,30,21,2,2,1655,3.32,2,1534,ตรัง,ตรัง
2196,101,นางั่ว - ทุ่งสมอ,31+640,344,314,8,0,0,579,17,9,0,0,1271,2.05,0,477,เพชรบูรณ์ที่ 1,เพชรบูรณ์
2099,100,อาฮี - ท่าลี่,2+000,345,10,144,22,12,88,1200,50,82,28,1981,70.37,10,813,เลยที่ 2 (ด่านซ้าย),เลย
3388,100,บ้านโป่ง - บ่อไร่,14+500,345,196,10,0,0,824,38,26,18,1,1458,5.69,0,614,ตราด,ตราด
3363,100,ดอนแสลบ - ช่องด่าน,0+500,346,71,0,0,1,924,63,41,11,5,1462,8.28,2,540,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
1095,201,กิ่วคอหมา - แม่นะ,88+417,347,239,481,0,10,1180,186,48,21,1,2513,10.59,16,1103,แม่ฮ่องสอน,แม่ฮ่องสอน
1168,102,น้ำใส - น้ำตวง,39+252,347,245,32,1,0,313,104,26,4,5,1077,13,93,529,น่านที่ 1,น่าน
2233,100,พล - ท่านางแนว,27+000,348,147,15,15,11,1217,111,80,15,1,1960,11.89,24,776,ขอนแก่นที่ 3 (บ้านไผ่),ขอนแก่น
2287,100,ดงหลวง - สานแว้,43+335,348,539,112,71,60,877,243,93,56,49,2448,23.37,73,577,มุกดาหาร,มุกดาหาร
1246,100,หนองกวาง - แสนขัน,17+000,350,163,5,3,5,1035,105,117,161,106,2050,24.24,9,663,อุตรดิตถ์ที่ 1,อุตรดิตถ์
2195,103,อาฮี - เหมืองแพร่,111+802,350,735,7,0,21,329,133,0,0,0,1575,9.78,2,126,เลยที่ 2 (ด่านซ้าย),เลย
